time,f,y
4.178500,83.578215,0.049665
4.179000,83.588210,0.045872
4.179500,83.598205,0.029719
4.180000,83.608200,0.005557
4.180500,83.618195,-0.020106
4.181000,83.628190,-0.040351
4.181500,83.638185,-0.049717
4.182000,83.648180,-0.045674
4.182500,83.658175,-0.029309
4.183000,83.668170,-0.005032
4.183500,83.678165,0.020605
4.184000,83.688160,0.040683
4.184500,83.698155,0.049776
4.185000,83.708150,0.045426
4.185500,83.718145,0.028803
4.186000,83.728140,0.004394
4.186500,83.738135,-0.021204
4.187000,83.748130,-0.041073
4.187500,83.758125,-0.049837
4.188000,83.768120,-0.045122
4.188500,83.778115,-0.028199
4.189000,83.788110,-0.003643
4.189500,83.798105,0.021901
4.190000,83.808100,0.041519
4.190500,83.818095,0.049896
4.191000,83.828090,0.044759
4.191500,83.838085,0.027495
4.192000,83.848080,0.002778
4.192500,83.858075,-0.022694
4.193000,83.868070,-0.042016
4.193500,83.878065,-0.049947
4.194000,83.888060,-0.044331
4.194500,83.898055,-0.026687
4.195000,83.908050,-0.001800
4.195500,83.918045,0.023579
4.196000,83.928040,0.042559
4.196500,83.938035,0.049984
4.197000,83.948030,0.043833
4.197500,83.958025,0.025773
4.198000,83.968020,0.000707
4.198500,83.978015,-0.024553
4.199000,83.988010,-0.043141
4.199500,83.998005,-0.050000
4.200000,84.008000,-0.043259
4.200500,84.017995,-0.024749
4.201000,84.027990,0.000498
4.201500,84.037985,0.025613
4.202000,84.047980,0.043756
4.202500,84.057975,0.049987
4.203000,84.067970,0.042603
4.203500,84.077965,0.023611
4.204000,84.087960,-0.001817
4.204500,84.097955,-0.026752
4.205000,84.107950,-0.044397
4.205500,84.117945,-0.049937
4.206000,84.127940,-0.041857
4.206500,84.137935,-0.022356
4.207000,84.147930,0.003247
4.207500,84.157925,0.027966
4.208000,84.167920,0.045053
4.208500,84.177915,0.049840
4.209000,84.187910,0.041013
4.209500,84.197905,0.020981
4.210000,84.207900,-0.004786
4.210500,84.217895,-0.029249
4.211000,84.227890,-0.045717
4.211500,84.237885,-0.049686
4.212000,84.247880,-0.040065
4.212500,84.257875,-0.019482
4.213000,84.267870,0.006434
4.213500,84.277865,0.030592
4.214000,84.287860,0.046377
4.214500,84.297855,0.049465
4.215000,84.307850,0.039004
4.215500,84.317845,0.017857
4.216000,84.327840,-0.008186
4.216500,84.337835,-0.031988
4.217000,84.347830,-0.047023
4.217500,84.357825,-0.049165
4.218000,84.367820,-0.037823
4.218500,84.377815,-0.016103
4.219000,84.387810,0.010038
4.219500,84.397805,0.033427
4.220000,84.407800,0.047641
4.220500,84.417795,0.048775
4.221000,84.427790,0.036513
4.221500,84.437785,0.014218
4.222000,84.447780,-0.011986
4.222500,84.457775,-0.034898
4.223000,84.467770,-0.048219
4.223500,84.477765,-0.048282
4.224000,84.487760,-0.035066
4.224500,84.497755,-0.012201
4.225000,84.507750,0.014023
4.225500,84.517745,0.036391
4.226000,84.527740,0.048742
4.226500,84.537735,0.047674
4.227000,84.547730,0.033475
4.227500,84.557725,0.010052
4.228000,84.567720,-0.016142
4.228500,84.577715,-0.037891
4.229000,84.587710,-0.049196
4.229500,84.597705,-0.046937
4.230000,84.607700,-0.031733
4.230500,84.617695,-0.007772
4.231000,84.627690,0.018335
4.231500,84.637685,0.039385
4.232000,84.647680,0.049565
4.232500,84.657675,0.046059
4.233000,84.667670,0.029833
4.233500,84.677665,0.005363
4.234000,84.687660,-0.020591
4.234500,84.697655,-0.040857
4.235000,84.707650,-0.049831
4.235500,84.717645,-0.045027
4.236000,84.727640,-0.027770
4.236500,84.737635,-0.002829
4.237000,84.747630,0.022898
4.237500,84.757625,0.042290
4.238000,84.767620,0.049977
4.238500,84.777615,0.043827
4.239000,84.787610,0.025539
4.239500,84.797605,0.000174
4.240000,84.807600,-0.025242
4.240500,84.817595,-0.043665
4.241000,84.827590,-0.049986
4.241500,84.837585,-0.042448
4.242000,84.847580,-0.023137
4.242500,84.857575,0.002594
4.243000,84.867570,0.027608
4.243500,84.877565,0.044963
4.244000,84.887560,0.049838
4.244500,84.897555,0.040876
4.245000,84.907550,0.020561
4.245500,84.917545,-0.005467
4.246000,84.927540,-0.029980
4.246500,84.937535,-0.046163
4.247000,84.947530,-0.049516
4.247500,84.957525,-0.039102
4.248000,84.967520,-0.017813
4.248500,84.977515,0.008433
4.249000,84.987510,0.032336
4.249500,84.997505,0.047243
4.250000,85.007500,0.049001
4.250500,85.017495,0.037116
4.251000,85.027490,0.014894
4.251500,85.037485,-0.011479
4.252000,85.047480,-0.034657
4.252500,85.057475,-0.048179
4.253000,85.067470,-0.048273
4.253500,85.077465,-0.034909
4.254000,85.087460,-0.011808
4.254500,85.097455,0.014589
4.255000,85.107450,0.036918
4.255500,85.117445,0.048948
4.256000,85.127440,0.047316
4.256500,85.137435,0.032474
4.257000,85.147430,0.008563
4.257500,85.157425,-0.017743
4.258000,85.167420,-0.039095
4.258500,85.177415,-0.049524
4.259000,85.187410,-0.046112
4.259500,85.197405,-0.029808
4.260000,85.207400,-0.005167
4.260500,85.217395,0.020922
4.261000,85.227390,0.041160
4.261500,85.237385,0.049883
4.262000,85.247380,0.044645
4.262500,85.257375,0.026908
4.263000,85.267370,0.001634
4.263500,85.277365,-0.024100
4.264000,85.287360,-0.043085
4.264500,85.297355,-0.050000
4.265000,85.307350,-0.042901
4.265500,85.317345,-0.023775
4.266000,85.327340,0.002020
4.266500,85.337335,0.027251
4.267000,85.347330,0.044840
4.267500,85.357325,0.049849
4.268000,85.367320,0.040867
4.268500,85.377315,0.020413
4.269000,85.387310,-0.005776
4.269500,85.397305,-0.030345
4.270000,85.407300,-0.046392
4.270500,85.417295,-0.049406
4.271000,85.427290,-0.038535
4.271500,85.437285,-0.016830
4.272000,85.447280,0.009610
4.272500,85.457275,0.033349
4.273000,85.467270,0.047710
4.273500,85.477265,0.048648
4.274000,85.487260,0.035896
4.274500,85.497255,0.013037
4.275000,85.507250,-0.013495
4.275500,85.517245,-0.036229
4.276000,85.527240,-0.048760
4.276500,85.537235,-0.047554
4.277000,85.547230,-0.032947
4.277500,85.557225,-0.009051
4.278000,85.567220,0.017399
4.278500,85.577215,0.038946
4.279000,85.587210,0.049509
4.279500,85.597205,0.046105
4.280000,85.607200,0.029689
4.280500,85.617195,0.004892
4.281000,85.627190,-0.021289
4.281500,85.637185,-0.041461
4.282000,85.647180,-0.049924
4.282500,85.657175,-0.044283
4.283000,85.667170,-0.026128
4.283500,85.677165,-0.000585
4.284000,85.687160,0.025125
4.284500,85.697155,0.043733
4.285000,85.707150,0.049974
4.285500,85.717145,0.042077
4.286000,85.727140,0.022272
4.286500,85.737135,-0.003838
4.287000,85.747130,-0.028865
4.287500,85.757125,-0.045721
4.288000,85.767120,-0.049629
4.288500,85.777115,-0.039477
4.289000,85.787110,-0.018139
4.289500,85.797105,0.008343
4.290000,85.807100,0.032463
4.290500,85.817095,0.047380
4.291000,85.827090,0.048861
4.291500,85.837085,0.036481
4.292000,85.847080,0.013748
4.292500,85.857075,-0.012889
4.293000,85.867070,-0.035869
4.293500,85.877065,-0.048668
4.294000,85.887060,-0.047646
4.294500,85.897055,-0.033089
4.295000,85.907050,-0.009128
4.295500,85.917045,0.017429
4.296000,85.927040,0.039034
4.296500,85.937035,0.049543
4.297000,85.947030,0.045964
4.297500,85.957025,0.029309
4.298000,85.967020,0.004314
4.298500,85.977015,-0.021912
4.299000,85.987010,-0.041903
4.299500,85.997005,-0.049966
4.300000,86.007000,-0.043800
4.300500,86.016995,-0.025158
4.301000,86.026990,0.000655
4.301500,86.036985,0.026283
4.302000,86.046980,0.044422
4.302500,86.056975,0.049899
4.303000,86.066970,0.041146
4.303500,86.076965,0.020656
4.304000,86.086960,-0.005729
4.304500,86.096955,-0.030482
4.305000,86.106950,-0.046537
4.305500,86.116945,-0.049308
4.306000,86.126940,-0.037999
4.306500,86.136935,-0.015836
4.307000,86.146930,0.010854
4.307500,86.156925,0.034445
4.308000,86.166920,0.048194
4.308500,86.176915,0.048166
4.309000,86.186910,0.034366
4.309500,86.196905,0.010735
4.310000,86.206900,-0.015970
4.310500,86.216895,-0.038107
4.311000,86.226890,-0.049341
4.311500,86.236885,-0.046451
4.312000,86.246880,-0.030260
4.312500,86.256875,-0.005401
4.313000,86.266870,0.021007
4.313500,86.276865,0.041399
4.314000,86.286860,0.049929
4.314500,86.296855,0.044147
4.315000,86.306850,0.025706
4.315500,86.316845,-0.000108
4.316000,86.326840,-0.025895
4.316500,86.336835,-0.044254
4.317000,86.346830,-0.049915
4.317500,86.356825,-0.041249
4.318000,86.366820,-0.020739
4.318500,86.376815,0.005729
4.319000,86.386810,0.030554
4.319500,86.396805,0.046603
4.320000,86.406800,0.049262
4.320500,86.416795,0.037761
4.321000,86.426790,0.015403
4.321500,86.436785,-0.011387
4.322000,86.446780,-0.034904
4.322500,86.456775,-0.048383
4.323000,86.466770,-0.047940
4.323500,86.476765,-0.033699
4.324000,86.486760,-0.009754
4.324500,86.496755,0.017001
4.325000,86.506750,0.038863
4.325500,86.516745,0.049531
4.326000,86.526740,0.045928
4.326500,86.536735,0.029088
4.327000,86.546730,0.003860
4.327500,86.556725,-0.022483
4.328000,86.566720,-0.042345
4.328500,86.576715,-0.049993
4.329000,86.586710,-0.043217
4.329500,86.596705,-0.023968
4.330000,86.606700,0.002202
4.330500,86.616695,0.027739
4.331000,86.626690,0.045267
4.331500,86.636685,0.049722
4.332000,86.646680,0.039810
4.332500,86.656675,0.018393
4.333000,86.666670,-0.008343
4.333500,86.676665,-0.032670
4.334000,86.686660,-0.047551
4.334500,86.696655,-0.048680
4.335000,86.706650,-0.035725
4.335500,86.716645,-0.012430
4.336000,86.726640,0.014465
4.336500,86.736635,0.037175
4.337000,86.746630,0.049122
4.337500,86.756625,0.046843
4.338000,86.766620,0.030992
4.338500,86.776615,0.006159
4.339000,86.786610,-0.020461
4.339500,86.796605,-0.041153
4.340000,86.806600,-0.049914
4.340500,86.816595,-0.044198
4.341000,86.826590,-0.025661
4.341500,86.836585,0.000325
4.342000,86.846580,0.026219
4.342500,86.856575,0.044504
4.343000,86.866570,0.049869
4.343500,86.876565,0.040752
4.344000,86.886560,0.019795
4.344500,86.896555,-0.006915
4.345000,86.906550,-0.031619
4.345500,86.916545,-0.047133
4.346000,86.926540,-0.048946
4.346500,86.936535,-0.036524
4.347000,86.946530,-0.013476
4.347500,86.956525,0.013494
4.348000,86.966520,0.036541
4.348500,86.976515,0.048953
4.349000,86.986510,0.047115
4.349500,86.996505,0.031556
4.350000,87.006500,0.006804
4.350500,87.016495,-0.019933
4.351000,87.026490,-0.040864
4.351500,87.036485,-0.049886
4.352000,87.046480,-0.044366
4.352500,87.056475,-0.025908
4.353000,87.066470,0.000108
4.353500,87.076465,0.026096
4.354000,87.086460,0.044471
4.354500,87.096455,0.049869
4.355000,87.106450,0.040710
4.355500,87.116445,0.019662
4.356000,87.126440,-0.007130
4.356500,87.136435,-0.031842
4.357000,87.146430,-0.047253
4.357500,87.156425,-0.048855
4.358000,87.166420,-0.036177
4.358500,87.176415,-0.012919
4.359000,87.186410,0.014119
4.359500,87.196405,0.037030
4.360000,87.206400,0.049109
4.360500,87.216395,0.046818
4.361000,87.226390,0.030822
4.361500,87.236385,0.005801
4.362000,87.246380,-0.020921
4.362500,87.256375,-0.041519
4.363000,87.266370,-0.049954
4.363500,87.276365,-0.043752
4.364000,87.286360,-0.024725
4.364500,87.296355,0.001552
4.365000,87.306350,0.027377
4.365500,87.316345,0.045175
4.366000,87.326340,0.049722
4.366500,87.336335,0.039679
4.367000,87.346330,0.017990
4.367500,87.356325,-0.008983
4.368000,87.366320,-0.033321
4.368500,87.376315,-0.047875
4.369000,87.386310,-0.048367
4.369500,87.396305,-0.034648
4.370000,87.406300,-0.010744
4.370500,87.416295,0.016320
4.371000,87.426290,0.038588
4.371500,87.436285,0.049511
4.372000,87.446280,0.045871
4.372500,87.456275,0.028734
4.373000,87.466270,0.003140
4.373500,87.476265,-0.023381
4.374000,87.486260,-0.043021
4.374500,87.496255,-0.049994
4.375000,87.506250,-0.042243
4.375500,87.516245,-0.022045
4.376000,87.526240,0.004651
4.376500,87.536235,0.029979
4.377000,87.546230,0.046471
4.377500,87.556225,0.049262
4.378000,87.566220,0.037524
4.378500,87.576215,0.014715
4.379000,87.586210,-0.012439
4.379500,87.596205,-0.035924
4.380000,87.606200,-0.048807
4.380500,87.616195,-0.047280
4.381000,87.626190,-0.031789
4.381500,87.636185,-0.006907
4.382000,87.646180,0.020019
4.382500,87.656175,0.041031
4.383000,87.666170,0.049917
4.383500,87.676165,0.044045
4.384000,87.686160,0.025147
4.384500,87.696155,-0.001191
4.385000,87.706150,-0.027180
4.385500,87.716145,-0.045128
4.386000,87.726140,-0.049720
4.386500,87.736135,-0.039593
4.387000,87.746130,-0.017741
4.387500,87.756125,0.009369
4.388000,87.766120,0.033705
4.388500,87.776115,0.048057
4.389000,87.786110,0.048166
4.389500,87.796105,0.033997
4.390000,87.806100,0.009746
4.390500,87.816095,-0.017399
4.391000,87.826090,-0.039384
4.391500,87.836085,-0.049686
4.392000,87.846080,-0.045244
4.392500,87.856075,-0.027370
4.393000,87.866070,-0.001368
4.393500,87.876065,0.025043
4.394000,87.886060,0.044018
4.394500,87.896055,0.049916
4.395000,87.906050,0.040981
4.395500,87.916045,0.019864
4.396000,87.926040,-0.007161
4.396500,87.936035,-0.032059
4.397000,87.946030,-0.047424
4.397500,87.956025,-0.048682
4.398000,87.966020,-0.035454
4.398500,87.976015,-0.011672
4.399000,87.986010,0.015588
4.399500,87.996005,0.038208
4.400000,88.006000,0.049451
4.400500,88.015995,0.045964
4.401000,88.025990,0.028781
4.401500,88.035985,0.003018
4.402000,88.045980,-0.023647
4.402500,88.055975,-0.043264
4.403000,88.065970,-0.049980
4.403500,88.075965,-0.041788
4.404000,88.085960,-0.021127
4.404500,88.095955,0.005841
4.405000,88.105950,0.031068
4.405500,88.115945,0.047022
4.406000,88.125940,0.048936
4.406500,88.135935,0.036233
4.407000,88.145930,0.012704
4.407500,88.155925,-0.014624
4.408000,88.165920,-0.037583
4.408500,88.175915,-0.049310
4.409000,88.185910,-0.046292
4.409500,88.195905,-0.029429
4.410000,88.205900,-0.003760
4.410500,88.215895,0.023036
4.411000,88.225890,0.042941
4.411500,88.235885,0.049993
4.412000,88.245880,0.042077
4.412500,88.255875,0.021559
4.413000,88.265870,-0.005419
4.413500,88.275865,-0.030777
4.414000,88.285860,-0.046913
4.414500,88.295855,-0.048989
4.415000,88.305850,-0.036378
4.415500,88.315845,-0.012856
4.416000,88.325840,0.014525
4.416500,88.335835,0.037550
4.417000,88.345830,0.049310
4.417500,88.355825,0.046271
4.418000,88.365820,0.029340
4.418500,88.375815,0.003598
4.419000,88.385810,-0.023228
4.419500,88.395805,-0.043079
4.420000,88.405800,-0.049987
4.420500,88.415795,-0.041873
4.421000,88.425790,-0.021170
4.421500,88.435785,0.005900
4.422000,88.445780,0.031198
4.422500,88.455775,0.047114
4.423000,88.465770,0.048857
4.423500,88.475765,0.035896
4.424000,88.485760,0.012129
4.424500,88.495755,-0.015292
4.425000,88.505750,-0.038111
4.425500,88.515745,-0.049453
4.426000,88.525740,-0.045897
4.426500,88.535735,-0.028510
4.427000,88.545730,-0.002529
4.427500,88.555725,0.024218
4.428000,88.565720,0.043664
4.428500,88.575715,0.049944
4.429000,88.585710,0.041157
4.429500,88.595705,0.019951
4.430000,88.605700,-0.007279
4.430500,88.615695,-0.032314
4.431000,88.625690,-0.047595
4.431500,88.635685,-0.048503
4.432000,88.645680,-0.034761
4.432500,88.655675,-0.010515
4.433000,88.665670,0.016912
4.433500,88.675665,0.039229
4.434000,88.685660,0.049688
4.434500,88.695655,0.045123
4.435000,88.705650,0.026909
4.435500,88.715645,0.000552
4.436000,88.725640,-0.025975
4.436500,88.735635,-0.044642
4.437000,88.745630,-0.049797
4.437500,88.755625,-0.039873
4.438000,88.765620,-0.017873
4.438500,88.775615,0.009544
4.439000,88.785610,0.034072
4.439500,88.795605,0.048276
4.440000,88.805600,0.047848
4.440500,88.815595,0.032912
4.441000,88.825590,0.007994
4.441500,88.835585,-0.019352
4.442000,88.845580,-0.040829
4.442500,88.855575,-0.049918
4.443000,88.865570,-0.043857
4.443500,88.875565,-0.024480
4.444000,88.885560,0.002333
4.444500,88.895555,0.028440
4.445000,88.905550,0.045909
4.445500,88.915545,0.049430
4.446000,88.925540,0.037928
4.446500,88.935535,0.014895
4.447000,88.945530,-0.012669
4.447500,88.955525,-0.036383
4.448000,88.965520,-0.049032
4.448500,88.975515,-0.046763
4.449000,88.985510,-0.030263
4.449500,88.995505,-0.004549
4.450000,89.005500,0.022552
4.450500,89.015495,0.042789
4.451000,89.025490,0.049994
4.451500,89.035485,0.041969
4.452000,89.045480,0.021153
4.452500,89.055475,-0.006112
4.453000,89.065470,-0.031516
4.453500,89.075465,-0.047313
4.454000,89.085460,-0.048681
4.454500,89.095455,-0.035199
4.455000,89.105450,-0.010975
4.455500,89.115445,0.016601
4.456000,89.125440,0.039112
4.456500,89.135435,0.049683
4.457000,89.145430,0.045082
4.457500,89.155425,0.026710
4.458000,89.165420,0.000175
4.458500,89.175415,-0.026416
4.459000,89.185410,-0.044935
4.459500,89.195405,-0.049718
4.460000,89.205400,-0.039298
4.460500,89.215395,-0.016857
4.461000,89.225390,0.010743
4.461500,89.235385,0.035059
4.462000,89.245380,0.048647
4.462500,89.255375,0.047344
4.463000,89.265370,0.031544
4.463500,89.275365,0.006082
4.464000,89.285360,-0.021245
4.464500,89.295355,-0.042066
4.465000,89.305350,-0.049997
4.465500,89.315345,-0.042604
4.466000,89.325340,-0.022147
4.466500,89.335335,0.005104
4.467000,89.345330,0.030791
4.467500,89.355325,0.047035
4.468000,89.365320,0.048847
4.468500,89.375315,0.035666
4.469000,89.385310,0.011535
4.469500,89.395305,-0.016141
4.470000,89.405300,-0.038862
4.470500,89.415295,-0.049647
4.471000,89.425290,-0.045178
4.471500,89.435285,-0.026824
4.472000,89.445280,-0.000222
4.472500,89.455275,0.026450
4.473000,89.465270,0.044991
4.473500,89.475265,0.049695
4.474000,89.485260,0.039109
4.474500,89.495255,0.016487
4.475000,89.505250,-0.011212
4.475500,89.515245,-0.035462
4.476000,89.525240,-0.048794
4.476500,89.535235,-0.047099
4.477000,89.545230,-0.030894
4.477500,89.555225,-0.005168
4.478000,89.565220,0.022153
4.478500,89.575215,0.042648
4.479000,89.585210,0.049995
4.479500,89.595205,0.041924
4.480000,89.605200,0.020920
4.480500,89.615195,-0.006541
4.481000,89.625190,-0.031986
4.481500,89.635185,-0.047561
4.482000,89.645180,-0.048453
4.482500,89.655175,-0.034382
4.483000,89.665170,-0.009691
4.483500,89.675165,0.017997
4.484000,89.685160,0.040127
4.484500,89.695155,0.049856
4.485000,89.705150,0.044174
4.485500,89.715145,0.024832
4.486000,89.725140,-0.002192
4.486500,89.735135,-0.028540
4.487000,89.745130,-0.046060
4.487500,89.755125,-0.049328
4.488000,89.765120,-0.037327
4.488500,89.775115,-0.013767
4.489000,89.785110,0.014058
4.489500,89.795105,0.037531
4.490000,89.805100,0.049379
4.490500,89.815095,0.045927
4.491000,89.825090,0.028239
4.491500,89.835085,0.001795
4.492000,89.845080,-0.025208
4.492500,89.855075,-0.044396
4.493000,89.865070,-0.049813
4.493500,89.875065,-0.039775
4.494000,89.885060,-0.017391
4.494500,89.895055,0.010393
4.495000,89.905050,0.034953
4.495500,89.915045,0.048661
4.496000,89.925040,0.047255
4.496500,89.935035,0.031168
4.497000,89.945030,0.005393
4.497500,89.955025,-0.022060
4.498000,89.965020,-0.042658
4.498500,89.975015,-0.049993
4.499000,89.985010,-0.041780
4.499500,89.995005,-0.020569
4.500000,90.005000,0.007045
4.500500,90.014995,0.032469
4.501000,90.024990,0.047788
4.501500,90.034985,0.048229
4.502000,90.044980,0.033651
4.502500,90.054975,0.008589
4.503000,90.064970,-0.019152
4.503500,90.074965,-0.040926
4.504000,90.084960,-0.049947
4.504500,90.094955,-0.043397
4.505000,90.104950,-0.023313
4.505500,90.114945,0.004043
4.506000,90.124940,0.030141
4.506500,90.134935,0.046837
4.507000,90.144930,0.048916
4.507500,90.154925,0.035726
4.508000,90.164920,0.011379
4.508500,90.174915,-0.016524
4.509000,90.184910,-0.039268
4.509500,90.194905,-0.049745
4.510000,90.204900,-0.044678
4.510500,90.214895,-0.025645
4.511000,90.224890,0.001407
4.511500,90.234885,0.028022
4.512000,90.244880,0.045875
4.512500,90.254875,0.049378
4.513000,90.264870,0.037431
4.513500,90.274865,0.013767
4.514000,90.284860,-0.014208
4.514500,90.294855,-0.037738
4.515000,90.304850,-0.049451
4.515500,90.314845,-0.045675
4.516000,90.324840,-0.027588
4.516500,90.334835,-0.000854
4.517000,90.344830,0.026151
4.517500,90.354825,0.044960
4.518000,90.364820,0.049671
4.518500,90.374815,0.038804
4.519000,90.384810,0.015762
4.519500,90.394805,-0.012228
4.520000,90.404800,-0.036383
4.520500,90.414795,-0.049119
4.521000,90.424790,-0.046434
4.521500,90.434785,-0.029165
4.522000,90.444780,-0.002733
4.522500,90.454775,0.024560
4.523000,90.464770,0.044137
4.523500,90.474765,0.049843
4.524000,90.484760,0.039879
4.524500,90.494755,0.017374
4.525000,90.504750,-0.010598
4.525500,90.514745,-0.035239
4.526000,90.524740,-0.048794
4.526500,90.534735,-0.046993
4.527000,90.544730,-0.030398
4.527500,90.554725,-0.004231
4.528000,90.564720,0.023272
4.528500,90.574715,0.043447
4.529000,90.584710,0.049934
4.529500,90.594705,0.040687
4.530000,90.604700,0.018613
4.530500,90.614695,-0.009331
4.531000,90.624690,-0.034335
4.531500,90.634685,-0.048512
4.532000,90.644680,-0.047386
4.532500,90.654675,-0.031308
4.533000,90.664670,-0.005346
4.533500,90.674665,0.022305
4.534000,90.684660,0.042916
4.534500,90.694655,0.049976
4.535000,90.704650,0.041250
4.535500,90.714645,0.019490
4.536000,90.724640,-0.008431
4.536500,90.734635,-0.033690
4.537000,90.744630,-0.048301
4.537500,90.754625,-0.047638
4.538000,90.764620,-0.031909
4.538500,90.774615,-0.006083
4.539000,90.784610,0.021670
4.539500,90.794605,0.042568
4.540000,90.804600,0.049992
4.540500,90.814595,0.041588
4.541000,90.824590,0.020012
4.541500,90.834585,-0.007905
4.542000,90.844580,-0.033320
4.542500,90.854575,-0.048178
4.543000,90.864570,-0.047767
4.543500,90.874565,-0.032212
4.544000,90.884560,-0.006441
4.544500,90.894555,0.021376
4.545000,90.904550,0.042414
4.545500,90.914545,0.049996
4.546000,90.924540,0.041711
4.546500,90.934535,0.020185
4.547000,90.944530,-0.007753
4.547500,90.954525,-0.033231
4.548000,90.964520,-0.048156
4.548500,90.974515,-0.047782
4.549000,90.984510,-0.032224
4.549500,90.994505,-0.006422
4.550000,91.004500,0.021424
4.550500,91.014495,0.042460
4.551000,91.024490,0.049994
4.551500,91.034485,0.041624
4.552000,91.044480,0.020009
4.552500,91.054475,-0.007976
4.553000,91.064470,-0.033425
4.553500,91.074465,-0.048234
4.554000,91.084460,-0.047684
4.554500,91.094455,-0.031945
4.555000,91.104450,-0.006027
4.555500,91.114445,0.021815
4.556000,91.124440,0.042705
4.556500,91.134435,0.049984
4.557000,91.144430,0.041324
4.557500,91.154425,0.019484
4.558000,91.164420,-0.008574
4.558500,91.174415,-0.033899
4.559000,91.184410,-0.048408
4.559500,91.194405,-0.047466
4.560000,91.204400,-0.031369
4.560500,91.214395,-0.005253
4.561000,91.224390,0.022543
4.561500,91.234385,0.043140
4.562000,91.244380,0.049954
4.562500,91.254375,0.040801
4.563000,91.264370,0.018605
4.563500,91.274365,-0.009543
4.564000,91.284360,-0.034642
4.564500,91.294355,-0.048661
4.565000,91.304350,-0.047112
4.565500,91.314345,-0.030486
4.566000,91.324340,-0.004099
4.566500,91.334335,0.023602
4.567000,91.344330,0.043748
4.567500,91.354325,0.049883
4.568000,91.364320,0.040038
4.568500,91.374315,0.017362
4.569000,91.384310,-0.010880
4.569500,91.394305,-0.035638
4.570000,91.404300,-0.048971
4.570500,91.414295,-0.046600
4.571000,91.424290,-0.029280
4.571500,91.434285,-0.002564
4.572000,91.444280,0.024977
4.572500,91.454275,0.044504
4.573000,91.464270,0.049744
4.573500,91.474265,0.039012
4.574000,91.484260,0.015748
4.574500,91.494255,-0.012577
4.575000,91.504250,-0.036864
4.575500,91.514245,-0.049305
4.576000,91.524240,-0.045897
4.576500,91.534235,-0.027732
4.577000,91.544230,-0.000647
4.577500,91.554225,0.026649
4.578000,91.564220,0.045374
4.578500,91.574215,0.049499
4.579000,91.584210,0.037692
4.579500,91.594205,0.013750
4.580000,91.604200,-0.014623
4.580500,91.614195,-0.038288
4.581000,91.624190,-0.049622
4.581500,91.634185,-0.044968
4.582000,91.644180,-0.025821
4.582500,91.654175,0.001651
4.583000,91.664170,0.028594
4.583500,91.674165,0.046317
4.584000,91.684160,0.049103
4.584500,91.694155,0.036047
4.585000,91.704150,0.011358
4.585500,91.714145,-0.017000
4.586000,91.724140,-0.039872
4.586500,91.734135,-0.049872
4.587000,91.744130,-0.043766
4.587500,91.754125,-0.023522
4.588000,91.764120,0.004325
4.588500,91.774115,0.030776
4.589000,91.784110,0.047282
4.589500,91.794105,0.048503
4.590000,91.804100,0.034039
4.590500,91.814095,0.008565
4.591000,91.824090,-0.019683
4.591500,91.834085,-0.041565
4.592000,91.844080,-0.049996
4.592500,91.854075,-0.042243
4.593000,91.864070,-0.020812
4.593500,91.874065,0.007361
4.594000,91.884060,0.033153
4.594500,91.894055,0.048206
4.595000,91.904050,0.047639
4.595500,91.914045,0.031630
4.596000,91.924040,0.005366
4.596500,91.934035,-0.022641
4.597000,91.944030,-0.043307
4.597500,91.954025,-0.049927
4.598000,91.964020,-0.040346
4.598500,91.974015,-0.017671
4.599000,91.984010,0.010742
4.599500,91.994005,0.035671
4.600000,92.004000,0.049018
4.600500,92.013995,0.046444
4.601000,92.023990,0.028782
4.601500,92.033985,0.001765
4.602000,92.043980,-0.025829
4.602500,92.053975,-0.045028
4.603000,92.063970,-0.049588
4.603500,92.073965,-0.038021
4.604000,92.083960,-0.014085
4.604500,92.093955,0.014436
4.605000,92.103950,0.038262
4.605500,92.113945,0.049636
4.606000,92.123940,0.044850
4.606500,92.133935,0.025460
4.607000,92.143930,-0.002225
4.607500,92.153925,-0.029188
4.608000,92.163920,-0.046643
4.608500,92.173915,-0.048897
4.609000,92.183910,-0.035213
4.609500,92.193905,-0.010045
4.610000,92.203900,0.018400
4.610500,92.213895,0.040846
4.611000,92.223890,0.049969
4.611500,92.233885,0.042785
4.612000,92.243880,0.021637
4.612500,92.253875,-0.006578
4.613000,92.263870,-0.032647
4.613500,92.273865,-0.048056
4.614000,92.283860,-0.047768
4.614500,92.293855,-0.031873
4.615000,92.303850,-0.005559
4.615500,92.313845,0.022574
4.616000,92.323840,0.043329
4.616500,92.333835,0.049917
4.617000,92.343830,0.040179
4.617500,92.353825,0.017295
4.618000,92.363820,-0.011251
4.618500,92.373815,-0.036117
4.619000,92.383810,-0.049162
4.619500,92.393805,-0.046112
4.620000,92.403800,-0.027960
4.620500,92.413795,-0.000647
4.621000,92.423790,0.026880
4.621500,92.433785,0.045601
4.622000,92.443780,0.049377
4.622500,92.453775,0.036966
4.623000,92.463770,0.012432
4.623500,92.473765,-0.016182
4.624000,92.483760,-0.039490
4.624500,92.493755,-0.049843
4.625000,92.503750,-0.043839
4.625500,92.513745,-0.023444
4.626000,92.523740,0.004650
4.626500,92.533735,0.031219
4.627000,92.543730,0.047537
4.627500,92.553725,0.048239
4.628000,92.563720,0.033090
4.628500,92.573715,0.007064
4.629000,92.583710,-0.021287
